"iWine","Barcode","Location","Bin","Size","Currency","ExchangeRate","Valuation","Price","NativePrice","NativePriceCurrency","StoreName","PurchaseDate","BottleNote","Vintage","Wine","Locale","Country","Region","SubRegion","Appellation","Producer","SortProducer","Type","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","WA","WS","IWC","BH","AG","WE","JR","RH","JG","GV","JK","LD","CW","WFW","PR","SJ","WD","RR","JH","MFW","WWR","IWR","CHG","TT","TWF","DR","FP","JM","PG","WAL","CT","CNotes","MY","PNotes","BeginConsume","EndConsume"
"3278803","0121382366","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","12/1/2019","","2017","Beckham Estate Vineyard Pinot Noir A.D. Beckham Amphora Creta","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Beckham Estate Vineyard","Beckham Estate Vineyard","Red","Red","Dry","Pinot Noir","Pinot Noir","A.D. Beckham Amphora Creta","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","1","","","2020","2023"
"3346108","0119502940","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","10/23/2019","","2017","Goose Ridge Vineyards GRV","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Goose Ridge Vineyards","Goose Ridge Vineyards","White","White","Dry","White Blend","White Blend","GRV","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.5","2","","","2020","2021"
"3608192","0128735183","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","5/16/2020","","2019","Hawks View Cellars Pinot Noir Carbonic","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","Red","Red","Dry","Pinot Noir","Pinot Noir","Carbonic","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3061005","0118087403","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2017","Hawks View Cellars Pinot Noir Hawks View Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hawks View Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"3561071","0125120020","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","3/8/2020","","2017","Natalie's Estate Winery Petit Verdot","USA, Oregon, Columbia Valley","USA","Oregon","Unknown","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Petit Verdot","Petit Verdot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3561071","0125120021","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","3/8/2020","","2017","Natalie's Estate Winery Petit Verdot","USA, Oregon, Columbia Valley","USA","Oregon","Unknown","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Petit Verdot","Petit Verdot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3561071","0125120022","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","3/8/2020","","2017","Natalie's Estate Winery Petit Verdot","USA, Oregon, Columbia Valley","USA","Oregon","Unknown","Columbia Valley","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Petit Verdot","Petit Verdot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"2614351","0118086526","Tall","B","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Walla Walla Vintners Cabernet Franc","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Walla Walla Vintners","Walla Walla Vintners","Red","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5","8","","","2018","2022"
"3045156","0118087740","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Abacela Tempranillo Barrel Select Estate","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo","Tempranillo","Barrel Select","Estate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2027"
"3045156","0118087741","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Abacela Tempranillo Barrel Select Estate","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo","Tempranillo","Barrel Select","Estate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2027"
"3045156","0118087742","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Abacela Tempranillo Barrel Select Estate","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo","Tempranillo","Barrel Select","Estate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2027"
"2868031","0122332419","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","12/23/2019","","2015","AniChe Cellars Atticus","USA, Washington, Columbia Valley, Rattlesnake Hills","USA","Washington","Columbia Valley","Rattlesnake Hills","AniChe Cellars","AniChe Cellars","Red","Red","Dry","Syrah Blend","Syrah","Atticus","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2018","2030"
"3346108","0119502941","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","10/23/2019","","2017","Goose Ridge Vineyards GRV","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Goose Ridge Vineyards","Goose Ridge Vineyards","White","White","Dry","White Blend","White Blend","GRV","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.5","2","","","2020","2021"
"3639342","0128730146","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","5/16/2020","","2019","Hawks View Cellars White Pinot Noir Hawks View Vineyard","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","White","White","Dry","Pinot Noir","Pinot Noir","White Pinot Noir","Hawks View Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"2503072","0118087706","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2014","Long Shadows Wineries Cabernet Sauvignon Feather","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Long Shadows Wineries","Long Shadows Wineries","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Feather","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5757575757576","37","","","2020","2028"
"3529398","0125287276","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2017","Reustle Syrah Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Syrah","Syrah","Unknown","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2023"
"3529398","0125287275","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2017","Reustle Syrah Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Syrah","Syrah","Unknown","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2023"
"2560783","0118087672","Tall","C","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2014","Zerba Cellars Viognier Estate Walla Walla Valley","USA, Washington, Columbia Valley, Walla Walla Valley","USA","Washington","Columbia Valley","Walla Walla Valley","Zerba Cellars","Zerba Cellars","White","White","Dry","Viognier","Viognier","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2016","2018"
"3395921","0117740297","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","9/6/2019","","2015","Abacela Syrah Reserve South Face Block","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Syrah","Syrah","Reserve","South Face Block","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","1","","","","2024"
"3395921","0117740296","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","9/6/2019","","2015","Abacela Syrah Reserve South Face Block","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Syrah","Syrah","Reserve","South Face Block","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","1","","","","2024"
"3581280","0129290311","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","5/27/2020","","2016","AniChe Cellars Sancho","USA, Washington, Columbia Valley, Horse Heaven Hills","USA","Washington","Columbia Valley","Horse Heaven Hills","AniChe Cellars","AniChe Cellars","Red","Red","Dry","Red Blend","Red Blend","Sancho","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3410540","0118318803","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2017","Delfino Dolcetto","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Delfino","Delfino","Red","Red","Dry","Dolcetto","Dolcetto","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2027"
"3139505","0118041272","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","9/15/2019","","2016","Hawks View Cellars Syrah Cellar Series California","USA, California","USA","California","Unknown","California","Hawks View Cellars","Hawks View Cellars","Red","Red","Dry","Syrah","Syrah","Cellar Series","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2023"
"3563984","0125287112","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2019","Natalie's Estate Winery Pinot Noir","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Natalie's Estate Winery","Natalie's Estate Winery","Rosé","Rosé","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2020"
"3563984","0125287111","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2019","Natalie's Estate Winery Pinot Noir","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Natalie's Estate Winery","Natalie's Estate Winery","Rosé","Rosé","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2020"
"3399899","0125287161","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2017","Reustle Pinot Noir Winemaker's Reserve Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Pinot Noir","Pinot Noir","Winemaker's Reserve","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3429881","0121112635","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","11/25/2019","","2014","Tresori Pinot Noir Honeymoon","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Tresori","Tresori","Red","Red","Dry","Pinot Noir","Pinot Noir","Honeymoon","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","1","","","",""
"3169997","0118041445","Tall","D","750ml","USD","1","0","0","0","USD","Unknown","9/15/2019","","2016","Zerba Cellars Syrah Estate The Rocks District of Milton-Freewater","USA, Oregon, The Rocks District of Milton-Freewater","USA","Oregon","Unknown","The Rocks District of Milton-Freewater","Zerba Cellars","Zerba Cellars","Red","Red","Dry","Syrah","Syrah","Estate","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2024"
"2868031","0122332418","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","12/23/2019","","2015","AniChe Cellars Atticus","USA, Washington, Columbia Valley, Rattlesnake Hills","USA","Washington","Columbia Valley","Rattlesnake Hills","AniChe Cellars","AniChe Cellars","Red","Red","Dry","Syrah Blend","Syrah","Atticus","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2018","2030"
"3257924","0121382593","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","12/1/2019","","2018","Beckham Estate Vineyard A.D. Beckham Amphora 50/50 Rouge","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Beckham Estate Vineyard","Beckham Estate Vineyard","Red","Red","Dry","Red Blend","Red Blend","A.D. Beckham Amphora 50/50 Rouge","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","3","","","2019","2021"
"3410540","0118318872","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","9/23/2019","","2017","Delfino Dolcetto","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Delfino","Delfino","Red","Red","Dry","Dolcetto","Dolcetto","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2027"
"3388250","0124013239","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","2/8/2020","","2018","Hawks View Cellars Pinot Gris","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","White","White","Dry","Pinot Gris","Pinot Gris","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2021"
"2489754","0124013269","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","2/8/2020","","2015","Hawks View Cellars Pinot Noir","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.8571428571429","7","","","2018","2028"
"3539190","0124013591","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","2/8/2020","","2017","Hawks View Cellars Pinot Noir","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Hawks View Cellars","Hawks View Cellars","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2024"
"2432325","0114437037","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","6/3/2019","","2014","Long Shadows Wineries Syrah Sequel","USA, Washington, Columbia Valley","USA","Washington","Columbia Valley","Columbia Valley","Long Shadows Wineries","Long Shadows Wineries","Red","Red","Dry","Syrah","Syrah","Sequel","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.7333333333333","35","","","2019","2023"
"3400156","0125287429","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2017","Reustle Pinot Noir Estate Cuvée Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Pinot Noir","Pinot Noir","Estate Cuvée","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2023"
"3400156","0125287430","Tall","E","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2017","Reustle Pinot Noir Estate Cuvée Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Pinot Noir","Pinot Noir","Estate Cuvée","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2023"
"3395976","0117729125","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","9/5/2019","","2016","Abacela Dolcetto Barrel Select","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Dolcetto","Dolcetto","Barrel Select","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2026"
"3395976","0117729126","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","9/5/2019","","2016","Abacela Dolcetto Barrel Select","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Dolcetto","Dolcetto","Barrel Select","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2026"
"3142354","0117729116","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","9/5/2019","","2015","Abacela Syrah Barrel Select Estate","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Syrah","Syrah","Barrel Select","Estate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3136342","0117729138","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","9/5/2019","","2015","Abacela Tempranillo Reserve South East Block","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo","Tempranillo","Reserve","South East Block","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2030"
"3136342","0117729137","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","9/5/2019","","2015","Abacela Tempranillo Reserve South East Block","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo","Tempranillo","Reserve","South East Block","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2030"
"3055419","0129289748","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","5/27/2020","","2015","AniChe Cellars Goat Boy","USA, Washington, Columbia Valley, Rattlesnake Hills","USA","Washington","Columbia Valley","Rattlesnake Hills","AniChe Cellars","AniChe Cellars","Red","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Goat Boy","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","",""
"3598491","0126868133","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","4/12/2020","","2019","Beckham Estate Vineyard Gewürztraminer","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Beckham Estate Vineyard","Beckham Estate Vineyard","White","White","Dry","Gewürztraminer","Gewürztraminer","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","1","","","2021","2026"
"2650366","0118587796","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","9/30/2019","","2015","Raptor Ridge Pinot Noir Meredith Mitchell Vineyard","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Meredith Mitchell Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5","2","","","2020","2030"
"3399899","0125287502","Tall","F","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2017","Reustle Pinot Noir Winemaker's Reserve Prayer Rock Vineyards","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Reustle","Reustle","Red","Red","Dry","Pinot Noir","Pinot Noir","Winemaker's Reserve","Prayer Rock Vineyards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3068746","0118039968","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","9/15/2019","","2015","Abacela Dolcetto","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Dolcetto","Dolcetto","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","1","","","2018","2021"
"3537531","0124013962","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","2/8/2020","","2017","Abacela Grenache","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Grenache","Grenache","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2023"
"3265262","0118040064","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","9/15/2019","","2016","Abacela Malbec","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Malbec","Malbec","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2022","2025"
"3211241","0118040187","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","9/15/2019","","2015","Abacela Merlot","USA, Oregon, Southern Oregon","USA","Oregon","Southern Oregon","Southern Oregon","Abacela","Abacela","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2022"
"3598491","0126868010","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","4/12/2020","","2019","Beckham Estate Vineyard Gewürztraminer","USA, Oregon, Willamette Valley","USA","Oregon","Willamette Valley","Willamette Valley","Beckham Estate Vineyard","Beckham Estate Vineyard","White","White","Dry","Gewürztraminer","Gewürztraminer","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","1","","","2021","2026"
"3567315","0125287627","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2016","Delfino Zinfandel","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Delfino","Delfino","Red","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2026"
"3131148","0127407231","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","4/21/2020","","2014","Eola Hills Wine Cellars Merlot","USA, Oregon, Southern Oregon, Applegate Valley","USA","Oregon","Southern Oregon","Applegate Valley","Eola Hills Wine Cellars","Eola Hills Wine Cellars","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3131148","0127407230","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","4/21/2020","","2014","Eola Hills Wine Cellars Merlot","USA, Oregon, Southern Oregon, Applegate Valley","USA","Oregon","Southern Oregon","Applegate Valley","Eola Hills Wine Cellars","Eola Hills Wine Cellars","Red","Red","Dry","Merlot","Merlot","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2025"
"3484281","0123392017","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","1/21/2020","","2017","Natalie's Estate Winery Cabernet Sauvignon McDuffee Vineyard","USA, Oregon/Washington, Columbia Gorge","USA","Oregon/Washington","Unknown","Columbia Gorge","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","McDuffee Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2025"
"3484281","0123392016","Tall","G","750ml","USD","1","0","0","0","USD","Unknown","1/21/2020","","2017","Natalie's Estate Winery Cabernet Sauvignon McDuffee Vineyard","USA, Oregon/Washington, Columbia Gorge","USA","Oregon/Washington","Unknown","Columbia Gorge","Natalie's Estate Winery","Natalie's Estate Winery","Red","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","McDuffee Vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2019","2025"
"3068746","0118088064","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2015","Abacela Dolcetto","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Dolcetto","Dolcetto","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","1","","","2018","2021"
"3537480","0124014024","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","2/8/2020","","2016","Abacela Fifty-Fifty Tempranillo-Malbec Umpqua Valley","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo Blend","Tempranillo","Fifty-Fifty Tempranillo-Malbec","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2022"
"3537480","0124014025","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","2/8/2020","","2016","Abacela Fifty-Fifty Tempranillo-Malbec Umpqua Valley","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo Blend","Tempranillo","Fifty-Fifty Tempranillo-Malbec","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","2022"
"2821267","0118088057","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2014","Abacela Tempranillo Reserve South East Block","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo","Tempranillo","Reserve","South East Block","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2030"
"2821267","0118088056","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2014","Abacela Tempranillo Reserve South East Block","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Abacela","Abacela","Red","Red","Dry","Tempranillo","Tempranillo","Reserve","South East Block","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2030"
"3567315","0125287674","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","3/12/2020","","2016","Delfino Zinfandel","USA, Oregon, Southern Oregon, Umpqua Valley","USA","Oregon","Southern Oregon","Umpqua Valley","Delfino","Delfino","Red","Red","Dry","Zinfandel","Zinfandel","Unknown","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2020","2026"
"3398478","0118087874","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2017","Raptor Ridge Pinot Noir Duo","USA, Oregon, Willamette Valley, McMinnville","USA","Oregon","Willamette Valley","McMinnville","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Duo","Unknown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","2023","2028"
"3235881","0118087991","Tall","H","750ml","USD","1","0","0","0","USD","Unknown","9/16/2019","","2017","Raptor Ridge Pinot Noir Estate Tuscowallame","USA, Oregon, Willamette Valley, Chehalem Mountains","USA","Oregon","Willamette Valley","Chehalem Mountains","Raptor Ridge","Raptor Ridge","Red","Red","Dry","Pinot Noir","Pinot Noir","Estate","Tuscowallame","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.3333333333333","3","","","2019","2021"
